ANO;EVENTO;GRUPO_EDAD;LOCALIDAD;CONCENTRACION_PM_2_5;NUMERO_MUERTES_POBLACION;POBLACION_CENSO_2018;ESTIMADO_CASOS_ATRIBUIBLES_100000_HABITANTES_CENTRAL;ESTIMACION_PROPORCION_ATRIBUIBLE_CENTRAL - Copia
2018;Mortalidad, naturales;Adultos de 30 años y más; La Candelaria;12.9;149;9618;91,4;5,90%
2019;Mortalidad, naturales;Adultos de 30 años y más; La Candelaria;12.9;102;9844;61,1;5,90%
2023;Mortalidad, naturales;Adultos de 30 años y más; San Cristóbal;13;1529;218494;41,8;5,97%
2023;Mortalidad, naturales;Adultos de 30 años y más; Los Mártires;13;565;47001;71,8;5,97%
2021;Mortalidad, naturales;Adultos de 30 años y más; Santa Fe;13;602;57784;62,2;5,97%
2023;Mortalidad, naturales;Adultos de 30 años y más; Santa Fe;13;560;58669;57;5,97%
2020;Mortalidad, naturales;Adultos de 30 años y más; La Candelaria;13.2;114;10066;69,3;6,12%
2020;Mortalidad, naturales;Adultos de 30 años y más; Chapinero;13.3;755;107199;43,6;6,19%
2024;Mortalidad, naturales;Adultos de 30 años y más; San Cristóbal;13.3;1642;222974;45,6;6,19%
2018;Mortalidad, naturales;Adultos de 30 años y más; Chapinero;13.3;652;96784;41,7;6,19%
2022;Mortalidad, naturales;Adultos de 30 años y más; Usaquén;13.4;2598;365694;44,5;6,26%
2019;Mortalidad, naturales;Adultos de 30 años y más; Santa Fe;13.4;536;56569;59,3;6,26%
2020;Mortalidad, naturales;Adultos de 30 años y más; Barrios Unidos;13.4;851;88012;60,5;6,26%
2021;Mortalidad, naturales;Adultos de 30 años y más; San Cristóbal;13.5;1624;210242;48,9;6,33%
2018;Mortalidad, naturales;Adultos de 30 años y más; Usaquén;13.5;2231;324202;43,6;6,33%
2019;Mortalidad, naturales;Adultos de 30 años y más; Chapinero;13.6;654;102005;41,1;6,40%
2023;Mortalidad, naturales;Adultos de 30 años y más; Barrios Unidos;13.6;788;97221;51,9;6,40%
2023;Mortalidad, naturales;Adultos de 30 años y más; Suba;13.7;4355;770770;36,6;6,48%
2019;Mortalidad, naturales;Adultos de 30 años y más; Barrios Unidos;13.7;808;84213;62,1;6,48%
2023;Mortalidad, naturales;Adultos de 30 años y más; Teusaquillo;13.8;816;113307;47,2;6,55%
2019;Mortalidad, naturales;Adultos de 30 años y más; Usaquén;13.8;2371;336053;46,2;6,55%
2020;Mortalidad, naturales;Adultos de 30 años y más; Usaquén;13.8;2424;347670;45,7;6,55%
2018;Mortalidad, naturales;Adultos de 30 años y más; Santa Fe;13.8;587;55577;69,2;6,55%
2020;Mortalidad, naturales;Adultos de 30 años y más; Santa Fe;13.8;564;57488;64,2;6,55%
2018;Mortalidad, naturales;Adultos de 30 años y más; Barrios Unidos;14.5;810;80401;71;7,05%
2024;Mortalidad, naturales;Adultos de 30 años y más; Usaquén;14.6;2790;384647;51,7;7,12%
2022;Mortalidad, naturales;Adultos de 30 años y más; San Cristóbal;14.7;1543;214562;51,7;7,19%
2020;Mortalidad, naturales;Adultos de 30 años y más; Suba;14.7;4349;695357;45;7,19%
2024;Mortalidad, naturales;Adultos de 30 años y más; La Candelaria;14.8;110;10954;73;7,26%
2018;Mortalidad, naturales;Adultos de 30 años y más; Fontibón;14.8;1217;207202;42,7;7,26%
2019;Mortalidad, naturales;Adultos de 30 años y más; Suba;14.8;3936;667272;42,9;7,26%
2024;Mortalidad, naturales;Adultos de 30 años y más; Barrios Unidos;14.9;875;100246;64;7,34%
2024;Mortalidad, naturales;Adultos de 30 años y más; Chapinero;14.9;716;120839;43,5;7,34%
2022;Mortalidad, naturales;Adultos de 30 años y más; La Candelaria;15;121;10510;85,3;7,41%
2018;Mortalidad, naturales;Adultos de 30 años y más; Suba;15;3837;637453;44,6;7,41%
2024;Mortalidad, naturales;Adultos de 30 años y más; Los Mártires;15.1;557;47703;87,3;7,48%
2022;Mortalidad, naturales;Adultos de 30 años y más; Suba;15.1;4598;745691;46,1;7,48%
2022;Mortalidad, naturales;Adultos de 30 años y más; Santa Fe;15.2;538;58343;69,6;7,55%
2019;Mortalidad, naturales;Adultos de 30 años y más; Teusaquillo;15.2;854;99200;65;7,55%
2021;Mortalidad, naturales;Adultos de 30 años y más; Teusaquillo;15.3;843;111289;57,7;7,62%
2024;Mortalidad, naturales;Adultos de 30 años y más; Teusaquillo;15.3;840;113815;56,2;7,62%
2018;Mortalidad, naturales;Adultos de 30 años y más; Teusaquillo;15.3;849;93591;69,1;7,62%
2019;Mortalidad, naturales;Adultos de 30 años y más; Los Mártires;15.4;537;44860;92,1;7,69%
2024;Mortalidad, naturales;Adultos de 30 años y más; Santa Fe;15.4;532;59136;69,2;7,69%
2024;Mortalidad, naturales;Adultos de 30 años y más; Suba;15.5;4704;797571;45,8;7,76%
2022;Mortalidad, naturales;Adultos de 30 años y más; Los Mártires;15.6;567;46396;95,7;7,83%
2023;Mortalidad, naturales;Adultos de 30 años y más; Antonio Nariño;15.6;532;48385;86,1;7,83%
2018;Mortalidad, naturales;Adultos de 30 años y más; Los Mártires;15.7;534;39908;105,8;7,90%
2021;Mortalidad, naturales;Adultos de 30 años y más; Engativá;15.9;3599;480463;60,3;8,05%
2019;Mortalidad, naturales;Adultos de 30 años y más; Usme;16;1060;177967;48,4;8,12%
2020;Mortalidad, naturales;Adultos de 30 años y más; Teusaquillo;16.1;841;105780;65,1;8,19%
2023;Mortalidad, naturales;Adultos de 30 años y más;TOTAL_BOGOTA_post_covid;16.1;30217;4556754;54,3;8,19%
2023;Mortalidad, naturales;Adultos de 30 años y más;TOTAL_BOGOTAU;16.1;30191;4598833;53,8;8,19%
2023;Mortalidad, naturales;Adultos de 30 años y más;TOTAL_BOGOTA;16.1;30217;4600799;53,8;8,19%
2023;Mortalidad, naturales;Adultos de 30 años y más; Engativá;16.1;3501;501166;57,2;8,19%
2021;Mortalidad, naturales;Adultos de 30 años y más; Los Mártires;16.2;594;45581;107,6;8,26%
2019;Mortalidad, naturales;Adultos de 30 años y más; Engativá;16.2;3272;459611;58,8;8,26%
2022;Mortalidad, naturales;Adultos de 30 años y más; Chapinero;16.3;708;114421;68,8;11,12%
2021;Mortalidad, naturales;Adultos de 30 años y más;TOTAL_BOGOTAU;16.4;31332;4379915;60,1;8,40%
2021;Mortalidad, naturales;Adultos de 30 años y más;TOTAL_BOGOTA;16.4;31343;4381710;60,1;8,40%
2021;Mortalidad, naturales;Adultos de 30 años y más;TOTAL_BOGOTA_post_covid;16.4;31343;4381932;60,1;8,40%
2022;Mortalidad, naturales;Adultos de 30 años y más;TOTAL_BOGOTA_post_covid;16.5;31142;4471525;59;8,47%
2022;Mortalidad, naturales;Adultos de 30 años y más;TOTAL_BOGOTAU;16.5;31120;4488685;58,7;8,47%
2022;Mortalidad, naturales;Adultos de 30 años y más;TOTAL_BOGOTA;16.5;31142;4490578;58,7;8,47%
2020;Mortalidad, naturales;Adultos de 30 años y más; Los Mártires;16.5;577;45231;108,1;8,47%
2023;Mortalidad, naturales;Adultos de 30 años y más; Fontibón;16.7;1461;244616;51,4;8,61%
2023;Mortalidad, naturales;Adultos de 30 años y más; Puente Aranda;16.8;1271;159090;69,4;8,68%
2024;Mortalidad, naturales;Adultos de 30 años y más;TOTAL_BOGOTA_post_covid;16.9;32142;4640295;60,6;8,75%
2024;Mortalidad, naturales;Adultos de 30 años y más;TOTAL_BOGOTAU;16.9;32129;4719342;59,6;8,75%
2024;Mortalidad, naturales;Adultos de 30 años y más;TOTAL_BOGOTA;16.9;32142;4721381;59,6;8,75%
2024;Mortalidad, naturales;Adultos de 30 años y más; Antonio Nariño;16.9;572;48970;102,2;8,75%
2018;Mortalidad, naturales;Adultos de 30 años y más; Usme;17;1050;170388;54,4;8,82%
2018;Mortalidad, naturales;Adultos de 30 años y más;TOTAL_BOGOTAU;17.18;27908;3989531;62,7;8,96%
2018;Mortalidad, naturales;Adultos de 30 años y más;TOTAL_BOGOTA;17.18;27922;3991024;62,7;8,96%
2018;Mortalidad, naturales;Adultos de 30 años y más; Antonio Nariño;17.2;534;45911;104,2;8,96%
2020;Mortalidad, naturales;Adultos de 30 años y más;TOTAL_BOGOTAU;17.25;30911;4263727;65,5;9,03%
2020;Mortalidad, naturales;Adultos de 30 años y más;TOTAL_BOGOTA;17.25;30929;4265430;65,5;9,03%
2020;Mortalidad, naturales;Adultos de 30 años y más;TOTAL_BOGOTA_post_covid;17.25;30929;4270635;65,4;9,03%
2020;Mortalidad, naturales;Adultos de 30 años y más; Antonio Nariño;17.3;538;46939;103,5;9,03%
2022;Mortalidad, naturales;Adultos de 30 años y más; Antonio Nariño;17.3;518;47851;97,8;9,03%
2019;Mortalidad, naturales;Adultos de 30 años y más; Antonio Nariño;17.4;512;46237;100,8;9,10%
2020;Mortalidad, naturales;Adultos de 30 años y más; Engativá;17.4;3631;471044;70,2;9,10%
2021;Mortalidad, naturales;Adultos de 30 años y más; Fontibón;17.7;1417;230794;57,2;9,31%
2019;Mortalidad, naturales;Adultos de 30 años y más; Fontibón;17.9;1303;215691;57,1;9,45%
2021;Mortalidad, naturales;Adultos de 30 años y más; Antonio Nariño;17.9;514;47165;103;9,45%
2024;Mortalidad, naturales;Adultos de 30 años y más; Puente Aranda;18.1;1307;162365;77,2;9,59%
2022;Mortalidad, naturales;Adultos de 30 años y más; Bosa;18.1;2157;373490;55,4;9,59%
2024;Mortalidad, naturales;Adultos de 30 años y más; Engativá;18.1;3614;513101;67,5;9,59%
2019;Mortalidad, naturales;Adultos de 30 años y más;TOTAL_BOGOTAU;18.3;28611;4129860;67,4;9,73%
2019;Mortalidad, naturales;Adultos de 30 años y más;TOTAL_BOGOTA;18.3;28614;4131469;67,4;9,73%
2021;Mortalidad, naturales;Adultos de 30 años y más; Puente Aranda;18.4;1382;152455;88,8;9,80%
2020;Mortalidad, naturales;Adultos de 30 años y más; Rafael Uribe Uribe;18.4;1771;201953;85,9;9,80%
2020;Mortalidad, naturales;Adultos de 30 años y más; Puente Aranda;18.7;1373;149158;92,1;10,01%
2022;Mortalidad, naturales;Adultos de 30 años y más; Puente Aranda;18.7;1284;155906;82,4;10,01%
2024;Mortalidad, naturales;Adultos de 30 años y más; Fontibón;18.8;1535;251085;61,6;10,08%
2018;Mortalidad, naturales;Adultos de 30 años y más; Puente Aranda;18.9;1230;141040;88,5;10,15%
2019;Mortalidad, naturales;Adultos de 30 años y más; Puente Aranda;18.9;1261;145125;88,2;10,15%
2022;Mortalidad, naturales;Adultos de 30 años y más; Teusaquillo;19;828;112727;75;10,21%
2022;Mortalidad, naturales;Adultos de 30 años y más; Fontibón;19.1;1461;237788;63,2;10,28%
2022;Mortalidad, naturales;Adultos de 30 años y más; Barrios Unidos;19.1;849;94231;92,7;10,28%
2022;Mortalidad, naturales;Adultos de 30 años y más; Engativá;19.2;3500;490607;73,9;10,35%
2023;Mortalidad, naturales;Adultos de 30 años y más; Rafael Uribe Uribe;19.3;1593;215535;77;10,42%
2024;Mortalidad, naturales;Adultos de 30 años y más; Rafael Uribe Uribe;19.3;1684;220267;79,7;10,42%
2021;Mortalidad, naturales;Adultos de 30 años y más; Rafael Uribe Uribe;19.5;1736;206660;88,7;10,56%
2020;Mortalidad, naturales;Adultos de 30 años y más; Fontibón;19.5;1374;223866;64,8;10,56%
2019;Mortalidad, naturales;Adultos de 30 años y más; Rafael Uribe Uribe;19.7;1579;196399;86;10,70%
2018;Mortalidad, naturales;Adultos de 30 años y más; Rafael Uribe Uribe;20.1;1449;190470;83,5;10,97%
2024;Mortalidad, naturales;Adultos de 30 años y más; Bosa;20.1;2171;393756;60,5;10,97%
2023;Mortalidad, naturales;Adultos de 30 años y más; Kennedy;20.2;3708;599895;68,2;11,04%
2022;Mortalidad, naturales;Adultos de 30 años y más; Rafael Uribe Uribe;20.4;1670;211203;88,4;11,18%
2024;Mortalidad, naturales;Adultos de 30 años y más; Kennedy;20.4;3964;615559;72;11,18%
2021;Mortalidad, naturales;Adultos de 30 años y más; Bosa;20.6;2150;368806;66;11,31%
2022;Mortalidad, naturales;Adultos de 30 años y más; Kennedy;20.7;3886;586620;75,4;11,38%
2020;Mortalidad, naturales;Adultos de 30 años y más; Tunjuelito;21.6;815;96235;101,6;11,99%
2018;Mortalidad, naturales;Adultos de 30 años y más; Bosa;21.7;1732;333126;62,7;12,06%
2020;Mortalidad, naturales;Adultos de 30 años y más; Kennedy;21.7;3724;563466;79,7;12,06%
2020;Mortalidad, naturales;Adultos de 30 años y más; Bosa;21.8;2057;354758;70,3;12,13%
2023;Mortalidad, naturales;Adultos de 30 años y más; Bosa;21.8;2084;382891;66;12,13%
2021;Mortalidad, naturales;Adultos de 30 años y más; Kennedy;21.9;3782;574528;80,3;12,20%
2018;Mortalidad, naturales;Adultos de 30 años y más; Kennedy;22.5;3419;539808;79,8;12,60%
2024;Mortalidad, naturales;Adultos de 30 años y más; Tunjuelito;23.2;825;103003;104,7;13,07%
2019;Mortalidad, naturales;Adultos de 30 años y más; Kennedy;23.2;3472;551344;82,3;13,07%
2021;Mortalidad, naturales;Adultos de 30 años y más; Tunjuelito;23.2;829;97608;111;13,07%
2018;Mortalidad, naturales;Adultos de 30 años y más; Tunjuelito;23.9;755;91513;11,2;13,54%
2023;Mortalidad, naturales;Adultos de 30 años y más; Tunjuelito;24.3;762;101071;104,1;13,80%
2022;Mortalidad, naturales;Adultos de 30 años y más; Tunjuelito;24.4;846;99416;118;13,87%
2020;Mortalidad, naturales;Adultos de 30 años y más; Ciudad Bolívar;24.5;2074;308232;93,8;13,94%
2019;Mortalidad, naturales;Adultos de 30 años y más; Tunjuelito;24.8;767;94053;115,3;14,13%
2019;Mortalidad, naturales;Adultos de 30 años y más; Bosa;25.1;1888;343932;78,7;14,33%
2018;Mortalidad, naturales;Adultos de 30 años y más; Ciudad Bolívar;25.3;1833;287936;92,1;14,46%
2024;Mortalidad, naturales;Adultos de 30 años y más; Ciudad Bolívar;26.2;2355;342346;103,6;15,05%
2023;Mortalidad, naturales;Adultos de 30 años y más; Ciudad Bolívar;27.2;2130;333450;100,3;15,71%
2021;Mortalidad, naturales;Adultos de 30 años y más; Ciudad Bolívar;28.3;2315;316849;119,9;16,42%
2019;Mortalidad, naturales;Adultos de 30 años y más; Ciudad Bolívar;29;1968;298364;111,2;16,87%
2023;Mortalidad, ACV;Adultos 25 - 95 años y más; Usaquén;12.1;97;425959;1,4;12,83%
2020;Mortalidad, ACV;Adultos 25 - 95 años y más; San Cristóbal;12.7;64;243817;2,5;14,34%
2021;Mortalidad, ACV;Adultos 25 - 95 años y más; Suba;12.7;229;840941;2,4;14,18%
2018;Mortalidad, ACV;Adultos 25 - 95 años y más; San Cristóbal;12.8;87;231083;3,5;14,52%
2019;Mortalidad, ACV;Adultos 25 - 95 años y más; San Cristóbal;12.9;92;237671;2,5;14,66%
2018;Mortalidad, ACV;Adultos 25 - 95 años y más; Engativá;12.9;151;524777;2,5;14,48%
2023;Mortalidad, ACV;Adultos 25 - 95 años y más; San Cristóbal;13;97;257327;2,7;14,69%
2024;Mortalidad, ACV;Adultos 25 - 95 años y más; San Cristóbal;13.3;90;261248;2,7;15,09%
2022;Mortalidad, ACV;Adultos 25 - 95 años y más; Usaquén;13.4;109;416900;1,9;14,78%
2021;Mortalidad, ACV;Adultos 25 - 95 años y más; San Cristóbal;13.5;95;248888;3,2;15,52%
2018;Mortalidad, ACV;Adultos 25 - 95 años y más; Usaquén;13.5;97;371683;2,2;15,09%
2023;Mortalidad, ACV;Adultos 25 - 95 años y más; Suba;13.7;204;893769;1,9;15,52%
2019;Mortalidad, ACV;Adultos 25 - 95 años y más; Barrios Unidos;13.7;37;97541;1;15,67%
2019;Mortalidad, ACV;Adultos 25 - 95 años y más; Usaquén;13.8;99;385249;2,1;15,48%
2020;Mortalidad, ACV;Adultos 25 - 95 años y más; Usaquén;13.8;71;398360;2;15,45%
2018;Mortalidad, ACV;Adultos 25 - 95 años y más; Barrios Unidos;14.5;41;92853;3,2;16,36%
2024;Mortalidad, ACV;Adultos 25 - 95 años y más; Usaquén;14.6;134;435412;2,8;16,33%
2022;Mortalidad, ACV;Adultos 25 - 95 años y más; San Cristóbal;14.7;88;253402;3,9;17,16%
2020;Mortalidad, ACV;Adultos 25 - 95 años y más; Suba;14.7;157;812394;2,2;17,09%
2018;Mortalidad, ACV;Adultos 25 - 95 años y más; Fontibón;14.8;54;240288;1,2;17,29%
2019;Mortalidad, ACV;Adultos 25 - 95 años y más; Suba;14.8;198;779703;2,3;17,28%
2024;Mortalidad, ACV;Adultos 25 - 95 años y más; Barrios Unidos;14.9;43;115188;2,6;17,04%
2018;Mortalidad, ACV;Adultos 25 - 95 años y más; Suba;15;169;745051;2,4;17,62%
2022;Mortalidad, ACV;Adultos 25 - 95 años y más; Suba;15.1;222;867681;2,5;17,52%
2018;Mortalidad, ACV;Adultos 25 - 95 años y más; Teusaquillo;15.3;37;107284;1,9;17,40%
2024;Mortalidad, ACV;Adultos 25 - 95 años y más; Suba;15.5;217;919639;2,4;17,92%
2021;Mortalidad, ACV;Adultos 25 - 95 años y más; Engativá;15.9;174;561115;2,9;18,56%
2019;Mortalidad, ACV;Adultos 25 - 95 años y más; Usme;16;64;213277;2,8;19,37%
2023;Mortalidad, ACV;Adultos 25 - 95 años y más; Engativá;16.1;191;580787;3,1;18,69%
2019;Mortalidad, ACV;Adultos 25 - 95 años y más; Engativá;16.2;173;537968;3,3;19,00%
2021;Mortalidad, ACV;Adultos 25 - 95 años y más; Los Mártires;16.2;33;55513;3,6;19,54%
2023;Mortalidad, ACV;Adultos 25 - 95 años y más; Fontibón;16.7;60;283443;2,5;19,55%
2023;Mortalidad, ACV;Adultos 25 - 95 años y más; Puente Aranda;16.8;63;183840;3,3;19,37%
2018;Mortalidad, ACV;Adultos 25 - 95 años y más; Usme;17;52;203967;2,9;20,70%
2022;Mortalidad, ACV;Adultos 25 - 95 años y más; Antonio Nariño;17.3;18;55827;3,6;20,13%
2019;Mortalidad, ACV;Adultos 25 - 95 años y más; Antonio Nariño;17.4;25;53621;1,9;20,14%
2020;Mortalidad, ACV;Adultos 25 - 95 años y más; Engativá;17.4;100;551065;2,4;20,47%
2021;Mortalidad, ACV;Adultos 25 - 95 años y más; Fontibón;17.7;59;268759;3;20,94%
2019;Mortalidad, ACV;Adultos 25 - 95 años y más; Fontibón;17.9;63;250765;2,8;22,07%
2021;Mortalidad, ACV;Adultos 25 - 95 años y más; Antonio Nariño;17.9;20;55157;1,8;20,94%
2024;Mortalidad, ACV;Adultos 25 - 95 años y más; Puente Aranda;18.1;57;186622;3,2;20,89%
2022;Mortalidad, ACV;Adultos 25 - 95 años y más; Bosa;18.1;117;446251;3,6;22,03%
2024;Mortalidad, ACV;Adultos 25 - 95 años y más; Engativá;18.1;191;591301;3,7;21,09%
2021;Mortalidad, ACV;Adultos 25 - 95 años y más; Puente Aranda;18.4;57;177239;3,4;21,40%
2020;Mortalidad, ACV;Adultos 25 - 95 años y más; Rafael Uribe Uribe;18.4;70;238955;4,2;21,93%
2020;Mortalidad, ACV;Adultos 25 - 95 años y más; Puente Aranda;18.7;39;173472;2,9;21,74%
2022;Mortalidad, ACV;Adultos 25 - 95 años y más; Puente Aranda;18.7;66;180797;4,4;21,66%
2024;Mortalidad, ACV;Adultos 25 - 95 años y más; Fontibón;18.8;72;289653;2,8;22,02%
2018;Mortalidad, ACV;Adultos 25 - 95 años y más; Puente Aranda;18.9;57;163698;3,7;22,00%
2019;Mortalidad, ACV;Adultos 25 - 95 años y más; Puente Aranda;18.9;58;168749;3,6;21,99%
2022;Mortalidad, ACV;Adultos 25 - 95 años y más; Teusaquillo;19;40;129438;3,1;21,98%
2022;Mortalidad, ACV;Adultos 25 - 95 años y más; Barrios Unidos;19.1;37;108951;2,8;22,16%
2022;Mortalidad, ACV;Adultos 25 - 95 años y más; Fontibón;19.1;53;276398;1,8;22,49%
2022;Mortalidad, ACV;Adultos 25 - 95 años y más; Engativá;19.2;184;571102;4,2;22,46%
2023;Mortalidad, ACV;Adultos 25 - 95 años y más; Rafael Uribe Uribe;19.3;97;252529;5,9;22,79%
2024;Mortalidad, ACV;Adultos 25 - 95 años y más; Rafael Uribe Uribe;19.3;93;256370;4,3;22,73%
2021;Mortalidad, ACV;Adultos 25 - 95 años y más; Rafael Uribe Uribe;19.5;99;244095;5,3;23,17%
2020;Mortalidad, ACV;Adultos 25 - 95 años y más; Fontibón;19.5;46;260614;2,7;23,06%
2019;Mortalidad, ACV;Adultos 25 - 95 años y más; Rafael Uribe Uribe;19.7;85;232216;5,2;23,44%
2018;Mortalidad, ACV;Adultos 25 - 95 años y más; Rafael Uribe Uribe;20.1;76;224845;4;23,90%
2024;Mortalidad, ACV;Adultos 25 - 95 años y más; Bosa;20.1;135;466522;4,5;24,21%
2023;Mortalidad, ACV;Adultos 25 - 95 años y más; Kennedy;20.2;218;700641;4,7;23,85%
2022;Mortalidad, ACV;Adultos 25 - 95 años y más; Rafael Uribe Uribe;20.4;84;248630;4,8;24,08%
2024;Mortalidad, ACV;Adultos 25 - 95 años y más; Kennedy;20.4;220;715046;4,8;24,00%
2021;Mortalidad, ACV;Adultos 25 - 95 años y más; Bosa;20.6;102;438888;3,4;24,71%
2022;Mortalidad, ACV;Adultos 25 - 95 años y más; Kennedy;20.7;175;687660;3,8;24,48%
2020;Mortalidad, ACV;Adultos 25 - 95 años y más; Tunjuelito;21.6;26;113973;2,6;25,37%
2018;Mortalidad, ACV;Adultos 25 - 95 años y más; Bosa;21.7;92;398986;4;26,32%
2020;Mortalidad, ACV;Adultos 25 - 95 años y más; Kennedy;21.7;133;662958;3,8;25,69%
2020;Mortalidad, ACV;Adultos 25 - 95 años y más; Bosa;21.8;85;425244;3,5;26,34%
2023;Mortalidad, ACV;Adultos 25 - 95 años y más; Bosa;21.8;129;455950;4,4;26,12%
2021;Mortalidad, ACV;Adultos 25 - 95 años y más; Kennedy;21.9;193;675316;5;25,83%
2018;Mortalidad, ACV;Adultos 25 - 95 años y más; Kennedy;22.5;163;635526;4,1;26,65%
2021;Mortalidad, ACV;Adultos 25 - 95 años y más; Tunjuelito;23.2;45;115818;6;27,03%
2024;Mortalidad, ACV;Adultos 25 - 95 años y más; Tunjuelito;23.2;59;120755;9,9;26,87%
2019;Mortalidad, ACV;Adultos 25 - 95 años y más; Kennedy;23.2;187;648637;4,8;27,27%
2018;Mortalidad, ACV;Adultos 25 - 95 años y más; Tunjuelito;23.9;34;107757;5,6;27,59%
2023;Mortalidad, ACV;Adultos 25 - 95 años y más; Tunjuelito;24.3;34;119128;5;27,94%
2022;Mortalidad, ACV;Adultos 25 - 95 años y más; Tunjuelito;24.4;45;117603;6,8;28,08%
2020;Mortalidad, ACV;Adultos 25 - 95 años y más; Ciudad Bolívar;24.5;95;370393;4,9;28,94%
2019;Mortalidad, ACV;Adultos 25 - 95 años y más; Tunjuelito;24.8;41;111223;6,3;29,19%
2019;Mortalidad, ACV;Adultos 25 - 95 años y más; Bosa;25.1;115;412169;5,3;29,66%
2018;Mortalidad, ACV;Adultos 25 - 95 años y más; Ciudad Bolívar;25.3;113;345987;6,6;29,77%
2024;Mortalidad, ACV;Adultos 25 - 95 años y más; Ciudad Bolívar;26.2;161;405862;7,4;30,19%
2023;Mortalidad, ACV;Adultos 25 - 95 años y más; Ciudad Bolívar;27.2;128;397693;6,3;31,15%
2021;Mortalidad, ACV;Adultos 25 - 95 años y más; Ciudad Bolívar;28.3;128;380673;7,1;32,27%
2019;Mortalidad, ACV;Adultos 25 - 95 años y más; Ciudad Bolívar;29;105;358577;7;19,55%
2021;Mortalidad, EIC;Adultos 25 - 95 años y más; Chapinero;11.9;136;128971;6,2;12,49%
2023;Mortalidad, EIC;Adultos 25 - 95 años y más; Usaquén;12.1;432;425959;5,9;11,95%
2021;Mortalidad, EIC;Adultos 25 - 95 años y más; La Candelaria;12.7;38;11970;8,4;13,27%
2020;Mortalidad, EIC;Adultos 25 - 95 años y más; San Cristóbal;12.7;259;243817;7,8;13,33%
2021;Mortalidad, EIC;Adultos 25 - 95 años y más; Suba;12.7;981;840941;8,6;13,51%
2021;Mortalidad, EIC;Adultos 25 - 95 años y más; Barrios Unidos;12.8;184;105437;13,3;13,49%
2023;Mortalidad, EIC;Adultos 25 - 95 años y más; Chapinero;12.8;119;135408;5,9;13,30%
2018;Mortalidad, EIC;Adultos 25 - 95 años y más; San Cristóbal;12.8;299;231083;8,7;13,49%
2019;Mortalidad, EIC;Adultos 25 - 95 años y más; San Cristóbal;12.9;282;237671;8;13,62%
2018;Mortalidad, EIC;Adultos 25 - 95 años y más; Engativá;12.9;685;524777;8,6;13,46%
2023;Mortalidad, EIC;Adultos 25 - 95 años y más; San Cristóbal;13;262;257327;6,6;13,64%
2023;Mortalidad, EIC;Adultos 25 - 95 años y más; Los Mártires;13;105;56764;14,1;13,95%
2021;Mortalidad, EIC;Adultos 25 - 95 años y más; Santa Fe;13;138;69525;15,8;14,22%
2023;Mortalidad, EIC;Adultos 25 - 95 años y más; Santa Fe;13;97;70208;10;13,89%
2018;Mortalidad, EIC;Adultos 25 - 95 años y más; Chapinero;13.3;124;113551;6,2;14,07%
2020;Mortalidad, EIC;Adultos 25 - 95 años y más; Chapinero;13.3;74;125373;3,2;14,08%
2024;Mortalidad, EIC;Adultos 25 - 95 años y más; San Cristóbal;13.3;264;261248;6,9;14,01%
2020;Mortalidad, EIC;Adultos 25 - 95 años y más; Barrios Unidos;13.4;106;101965;7,9;13,86%
2022;Mortalidad, EIC;Adultos 25 - 95 años y más; Usaquén;13.4;477;416900;7,4;13,72%
2019;Mortalidad, EIC;Adultos 25 - 95 años y más; Santa Fe;13.4;97;67453;10,4;14,33%
2021;Mortalidad, EIC;Adultos 25 - 95 años y más; San Cristóbal;13.5;372;248888;12,9;14,70%
2018;Mortalidad, EIC;Adultos 25 - 95 años y más; Usaquén;13.5;436;371683;7,3;14,00%
2023;Mortalidad, EIC;Adultos 25 - 95 años y más; Barrios Unidos;13.6;168;112142;10,7;14,12%
2019;Mortalidad, EIC;Adultos 25 - 95 años y más; Chapinero;13.6;116;119497;5;14,47%
2023;Mortalidad, EIC;Adultos 25 - 95 años y más; Suba;13.7;802;893769;6,3;14,39%
2019;Mortalidad, EIC;Adultos 25 - 95 años y más; Barrios Unidos;13.7;155;97541;12,3;14,21%
2023;Mortalidad, EIC;Adultos 25 - 95 años y más; Teusaquillo;13.8;154;129592;6,9;14,32%
2019;Mortalidad, EIC;Adultos 25 - 95 años y más; Usaquén;13.8;441;385249;8,6;14,35%
2020;Mortalidad, EIC;Adultos 25 - 95 años y más; Usaquén;13.8;292;398360;5,3;14,32%
2018;Mortalidad, EIC;Adultos 25 - 95 años y más; Santa Fe;13.8;109;65793;12,2;14,78%
2020;Mortalidad, EIC;Adultos 25 - 95 años y más; Santa Fe;13.8;77;68924;7,3;14,91%
2018;Mortalidad, EIC;Adultos 25 - 95 años y más; Barrios Unidos;14.5;156;92853;12,9;15,14%
2024;Mortalidad, EIC;Adultos 25 - 95 años y más; Usaquén;14.6;458;435412;6,9;15,10%
2022;Mortalidad, EIC;Adultos 25 - 95 años y más; San Cristóbal;14.7;323;253402;10,7;15,86%
2020;Mortalidad, EIC;Adultos 25 - 95 años y más; Suba;14.7;556;812394;6;15,80%
2018;Mortalidad, EIC;Adultos 25 - 95 años y más; Fontibón;14.8;249;240288;8,3;15,98%
2019;Mortalidad, EIC;Adultos 25 - 95 años y más; Suba;14.8;751;779703;7,6;15,98%
2024;Mortalidad, EIC;Adultos 25 - 95 años y más; Barrios Unidos;14.9;154;115188;9,5;15,74%
